"","Isolate_Id","PB2.Segment_Id","PB1.Segment_Id","PA.Segment_Id","HA.Segment_Id","NP.Segment_Id","NA.Segment_Id","MP.Segment_Id","NS.Segment_Id","HE.Segment_Id","P3.Segment_Id","Isolate_Name","Subtype","Lineage","Passage_History","Location","Host","Isolate_Submitter","Submitting_Lab","Submitting_Sample_Id","Authors","Publication","Originating_Lab","Originating_Sample_Id","Collection_Date","Note","Update_Date","Submission_Date","Antigen_Character","Animal_Vaccin_Product","Adamantanes_Resistance_geno","Oseltamivir_Resistance_geno","Zanamivir_Resistance_geno","Peramivir_Resistance_geno","Other_Resistance_geno","Adamantanes_Resistance_pheno","Oseltamivir_Resistance_pheno","Zanamivir_Resistance_pheno","Peramivir_Resistance_pheno","Other_Resistance_pheno","Host_Age","Host_Age_Unit","Host_Gender","Patient_Status","Zip_Code","Outbreak","Pathogen_Test_Info","Is_Vaccinated","Human_Specimen_Source","Animal_Specimen_Source","Animal_Health_Status","Domestic_Status","PMID","PB2.INSDC_Upload","PB1.INSDC_Upload","PA.INSDC_Upload","HA.INSDC_Upload","NP.INSDC_Upload","NA.INSDC_Upload","MP.INSDC_Upload","NS.INSDC_Upload","HE.INSDC_Upload","P3.INSDC_Upload","newloc","classloc"
"113","EPI_ISL_219744","EPI749206 | A/Environment/Chongqing/45204/2015-PB2","EPI749207 | A/Environment/Chongqing/45204/2015-PB1","EPI749205 | A/Environment/Chongqing/45204/2015-PA","EPI749209 | A/Environment/Chongqing/45204/2015-HA","EPI749202 | A/Environment/Chongqing/45204/2015-NP","EPI749208 | A/Environment/Chongqing/45204/2015-NA","EPI749204 | A/Environment/Chongqing/45204/2015-MP","EPI749203 | A/Environment/Chongqing/45204/2015-NS",NA,NA,"A/Environment/Chongqing/45204/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.211,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"114","EPI_ISL_219740","EPI749174 | A/Environment/Chongqing/45239/2015-PB2","EPI749175 | A/Environment/Chongqing/45239/2015-PB1","EPI749173 | A/Environment/Chongqing/45239/2015-PA","EPI749177 | A/Environment/Chongqing/45239/2015-HA","EPI749170 | A/Environment/Chongqing/45239/2015-NP","EPI749176 | A/Environment/Chongqing/45239/2015-NA","EPI749172 | A/Environment/Chongqing/45239/2015-MP","EPI749171 | A/Environment/Chongqing/45239/2015-NS",NA,NA,"A/Environment/Chongqing/45239/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.29,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"115","EPI_ISL_219738","EPI749158 | A/Environment/Chongqing/45352/2015-PB2","EPI749159 | A/Environment/Chongqing/45352/2015-PB1","EPI749157 | A/Environment/Chongqing/45352/2015-PA","EPI749161 | A/Environment/Chongqing/45352/2015-HA","EPI749154 | A/Environment/Chongqing/45352/2015-NP","EPI749160 | A/Environment/Chongqing/45352/2015-NA","EPI749156 | A/Environment/Chongqing/45352/2015-MP","EPI749155 | A/Environment/Chongqing/45352/2015-NS",NA,NA,"A/Environment/Chongqing/45352/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.633,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"116","EPI_ISL_219736","EPI749142 | A/Environment/Chongqing/47495/2015-PB2","EPI749143 | A/Environment/Chongqing/47495/2015-PB1","EPI749141 | A/Environment/Chongqing/47495/2015-PA","EPI749145 | A/Environment/Chongqing/47495/2015-HA","EPI749138 | A/Environment/Chongqing/47495/2015-NP","EPI749144 | A/Environment/Chongqing/47495/2015-NA","EPI749140 | A/Environment/Chongqing/47495/2015-MP","EPI749139 | A/Environment/Chongqing/47495/2015-NS",NA,NA,"A/Environment/Chongqing/47495/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.879,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"128","EPI_ISL_79700","EPI280277 | A/water/Hunan/7/2009.1","EPI280278 | A/water/Hunan/7/2009.2","EPI280276 | A/water/Hunan/7/2009.3","EPI280280 | A/water/Hunan/7/2009.4","EPI280273 | A/water/Hunan/7/2009.5","EPI280279 | A/water/Hunan/7/2009.6","EPI280275 | A/water/Hunan/7/2009.7","EPI280274 | A/water/Hunan/7/2009.8",NA,NA,"A/water/Hunan/7/2009","A / H5N1",NA,"E2","Asia / China / Hunan","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.041,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hunan","CT"
"129","EPI_ISL_79699","EPI280269 | A/water/Hunan/3/2009.1","EPI280270 | A/water/Hunan/3/2009.2","EPI280268 | A/water/Hunan/3/2009.3","EPI280272 | A/water/Hunan/3/2009.4","EPI280265 | A/water/Hunan/3/2009.5","EPI280271 | A/water/Hunan/3/2009.6","EPI280267 | A/water/Hunan/3/2009.7","EPI280266 | A/water/Hunan/3/2009.8",NA,NA,"A/water/Hunan/3/2009","A / H5N1",NA,"E3","Asia / China / Hunan","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.041,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hunan","CT"
"130","EPI_ISL_79698","EPI280261 | A/environment/Xinjiang/6/2009.1","EPI280262 | A/environment/Xinjiang/6/2009.2","EPI280260 | A/environment/Xinjiang/6/2009.3","EPI280264 | A/environment/Xinjiang/6/2009.4","EPI280257 | A/environment/Xinjiang/6/2009.5","EPI280263 | A/environment/Xinjiang/6/2009.6","EPI280259 | A/environment/Xinjiang/6/2009.7","EPI280258 | A/environment/Xinjiang/6/2009.8",NA,NA,"A/environment/Xinjiang/6/2009","A / H5N1",NA,"E3","Asia / China / Xinjiang","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.041,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Xinjiang","NW"
"131","EPI_ISL_79693","EPI280221 | A/environment/Guizhou/2/2009.1","EPI280222 | A/environment/Guizhou/2/2009.2","EPI280220 | A/environment/Guizhou/2/2009.3","EPI280224 | A/environment/Guizhou/2/2009.4","EPI280217 | A/environment/Guizhou/2/2009.5","EPI280223 | A/environment/Guizhou/2/2009.6","EPI280219 | A/environment/Guizhou/2/2009.7","EPI280218 | A/environment/Guizhou/2/2009.8",NA,NA,"A/environment/Guizhou/2/2009","A / H5N1",NA,"E3","Asia / China / Guizhou","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.041,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Guizhou","SW"
"132","EPI_ISL_79692","EPI280213 | A/duck_feces/Hebei/5/2009.1","EPI280214 | A/duck_feces/Hebei/5/2009.2","EPI280212 | A/duck_feces/Hebei/5/2009.3","EPI280216 | A/duck_feces/Hebei/5/2009.4","EPI280209 | A/duck_feces/Hebei/5/2009.5","EPI280215 | A/duck_feces/Hebei/5/2009.6","EPI280211 | A/duck_feces/Hebei/5/2009.7","EPI280210 | A/duck_feces/Hebei/5/2009.8",NA,NA,"A/duck feces/Hebei/5/2009","A / H5N1",NA,"E2","Asia / China / Hubei","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.014,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hubei","CT"
"133","EPI_ISL_79690","EPI280197 | A/water/Hebei/2/2009.1","EPI280198 | A/water/Hebei/2/2009.2","EPI280196 | A/water/Hebei/2/2009.3","EPI280200 | A/water/Hebei/2/2009.4","EPI280193 | A/water/Hebei/2/2009.5","EPI280199 | A/water/Hebei/2/2009.6","EPI280195 | A/water/Hebei/2/2009.7","EPI280194 | A/water/Hebei/2/2009.8",NA,NA,"A/water/Hebei/2/2009","A / H5N1",NA,"E3","Asia / China / Hubei","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.014,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hubei","CT"
"134","EPI_ISL_79689","EPI280189 | A/water/Hebei/1/2009.1","EPI280190 | A/water/Hebei/1/2009.2","EPI280188 | A/water/Hebei/1/2009.3","EPI280192 | A/water/Hebei/1/2009.4","EPI280185 | A/water/Hebei/1/2009.5","EPI280191 | A/water/Hebei/1/2009.6","EPI280187 | A/water/Hebei/1/2009.7","EPI280186 | A/water/Hebei/1/2009.8",NA,NA,"A/water/Hebei/1/2009","A / H5N1",NA,"E1","Asia / China / Hubei","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.014,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hubei","CT"
"187","EPI_ISL_135217","","EPI420767 | A/Guizhou/2/2013","EPI420766 | A/Guizhou/2/2013","EPI420391 | A/Guizhou/2/2013","EPI423874 | A/Guizhou/2/2013","EPI420392 | A/Guizhou/2/2013","EPI420393 | A/Guizhou/2/2013","EPI420394 | A/Guizhou/2/2013",NA,NA,"A/Guizhou/2/2013","A / H5N1",NA,"E1/E1","Asia / China / Guizhou Province","Human","Rongbao Gao (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","","","WHO Chinese National Influenza Center","",2013.107,"",2013.136,2013.133,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Sensitive","Sensitive","Unknown","Unknown","Unknown",31,"Y","","In-patient",NA,"Sporadic",NA,NA,"Broncheoalveolar lavage","","","",NA,"","","","","","","","",NA,NA,"Guizhou","SW"
"188","EPI_ISL_135216","EPI423876 | A/Guizhou/1/2013 ","EPI420390 | A/Guizhou/1/2013 ","EPI420768 | A/Guizhou/1/2013 ","EPI420386 | A/Guizhou/1/2013 ","EPI423875 | A/Guizhou/1/2013 ","EPI420387 | A/Guizhou/1/2013 ","EPI420389 | A/Guizhou/1/2013 ","EPI420388 | A/Guizhou/1/2013 ",NA,NA,"A/Guizhou/1/2013 ","A / H5N1",NA,"E1/E1","Asia / China / Guizhou Province","Human","Rongbao Gao (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","","","WHO Chinese National Influenza Center","",2013.104,"",2013.136,2013.133,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Sensitive","Sensitive","Unknown","Unknown","Unknown",21,"Y","","Deceased",NA,"Sporadic",NA,NA,"Sputum","","","",NA,"","","","","","","","",NA,NA,"Guizhou","SW"
"201","EPI_ISL_79687","EPI280173 | A/Hunan/2/2009.1","EPI280174 | A/Hunan/2/2009.2","EPI280172 | A/Hunan/2/2009.3","EPI280176 | A/Hunan/2/2009.4","EPI280169 | A/Hunan/2/2009.5","EPI280175 | A/Hunan/2/2009.6","EPI280171 | A/Hunan/2/2009.7","EPI280170 | A/Hunan/2/2009.8",NA,NA,"A/Hunan/2/2009","A / H5N1",NA,"E2","Asia / China / Hunan","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.06,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",21,"Y","Female","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hunan","CT"
"206","EPI_ISL_73312","EPI280064 | A/Shandong/1/2009.1","EPI280065 | A/Shandong/1/2009.2","EPI280063 | A/Shandong/1/2009.3","EPI280067 | A/Shandong/1/2009.4","EPI280061 | A/Shandong/1/2009.5","EPI280066 | A/Shandong/1/2009.6","EPI251437 | A/Shandong/1/2009.7","EPI280062 | A/Shandong/1/2009.8",NA,NA,"A/Shandong/1/2009","A / H5N1",NA,"E1","Asia / China / Shandong Province / Jinan","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.011,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",27,"Y","Female","Deceased",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060166","",NA,NA,"Shandong","BER"
"207","EPI_ISL_73306","EPI280057 | A/Guangdong/1/2008.1","EPI280058 | A/Guangdong/1/2008.2","EPI280056 | A/Guangdong/1/2008.3","EPI280060 | A/Guangdong/1/2008.4","EPI280054 | A/Guangdong/1/2008.5","EPI280059 | A/Guangdong/1/2008.6","EPI251431 | A/Guangdong/1/2008.7","EPI280055 | A/Guangdong/1/2008.8",NA,NA,"A/Guangdong/1/2008","A / H5N1",NA,"E2","Asia / China / Guangdong Province / Shanwei","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2008.126,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",44,"Y","Female","Deceased",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060160","",NA,NA,"Guangdong","PRD"
"208","EPI_ISL_73305","EPI280050 | A/Guangxi/1/2008.1","EPI280051 | A/Guangxi/1/2008.2","EPI280049 | A/Guangxi/1/2008.3","EPI280053 | A/Guangxi/1/2008.4","EPI280047 | A/Guangxi/1/2008.5","EPI280052 | A/Guangxi/1/2008.6","EPI251430 | A/Guangxi/1/2008.7","EPI280048 | A/Guangxi/1/2008.8",NA,NA,"A/Guangxi/1/2008","A / H5N1",NA,"E2","Asia / China / Guangxi Zhuang Autonomous Region / Nanning","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2008.115,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",41,"Y","Male","Deceased",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060159","",NA,NA,"Guangxi","SW"
"209","EPI_ISL_73304","EPI337938 | A/Guangxi/1/2005","EPI337939 | A/Guangxi/1/2005","EPI337940 | A/Guangxi/1/2005","EPI337959 | A/Guangxi/1/2005","EPI337941 | A/Guangxi/1/2005","EPI337942 | A/Guangxi/1/2005","EPI251429 | A/Guangxi/1/2005","EPI337943 | A/Guangxi/1/2005",NA,NA,"A/Guangxi/1/2005","A / H5N1",NA,"E1","Asia / China / Guangxi Zhuang Autonomous Region","Human","Initial import","Other Database Import","","Lan,Y.; Dong,L.; Li,Z.; Li,X.; Zhao,X.; Cheng,Y.; Tan,m.; Yang,L.; Zou,S.; Wen,L.; Wang,D.; Li,D.; Shu,Y.","","","",2005.893,"",2011.741,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"CY098582","CY098583","CY098584","DQ371930","CY098585","CY098586","CY060158","CY098587",NA,NA,"Guangxi","SW"
"210","EPI_ISL_73302","EPI280036 | A/Anhui/1/2007.1","EPI280037 | A/Anhui/1/2007.2","EPI280035 | A/Anhui/1/2007.3","EPI280039 | A/Anhui/1/2007.4","EPI280033 | A/Anhui/1/2007.5","EPI280038 | A/Anhui/1/2007.6","EPI251427 | A/Anhui/1/2007.7","EPI280034 | A/Anhui/1/2007.8",NA,NA,"A/Anhui/1/2007","A / H5N1",NA,"E2","Asia / China / Anhui Province","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2007.205,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",16,"Y","Male","Deceased",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060156","",NA,NA,"Anhui","CT"
"214","EPI_ISL_30604","","","","EPI181299 | A/Fujian/1/2005","","","","",NA,NA,"A/Fujian/1/2005","A / H5N1",NA,"","Asia / China / Fujian Province","Human","Unknown user","Other Database Import","","","","","1",2005.945,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","FJ492882","","","","",NA,NA,"Fujian","PRD"
"221","EPI_ISL_16356","EPI141278 | A/Jiangsu/2/2007","EPI141277 | A/Jiangsu/2/2007","EPI141276 | A/Jiangsu/2/2007","EPI141271 | A/Jiangsu/2/2007","EPI141274 | A/Jiangsu/2/2007","EPI141273 | A/Jiangsu/2/2007","EPI141272 | A/Jiangsu/2/2007","EPI141275 | A/Jiangsu/2/2007",NA,NA,"A/Jiangsu/2/2007","A / H5N1",NA,"","Asia / China / Jiangsu Provice / Jiangsu Sheng","Human","Unknown user","Other Database Import","","","","","2",2007,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"EU434701","EU434700","EU434699","EU434694","EU434697","EU434696","EU434695","EU434698",NA,NA,"Jiangsu","YRD"
"231","EPI_ISL_10058","EPI275375 | A/Anhui/1/2005","EPI275376 | A/Anhui/1/2005","EPI275377 | A/Anhui/1/2005","EPI275378 | A/Anhui/1/2005, EPI101917 | A/Anhui/1/2005","EPI275379 | A/Anhui/1/2005","EPI275380 | A/Anhui/1/2005, EPI123967 | A/Anhui/1/2005","EPI275381 | A/Anhui/1/2005","EPI275382 | A/Anhui/1/2005",NA,NA,"A/Anhui/1/2005","A / H5N1",NA,"","Asia / China / Anhui Province","Human","Unknown user","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","1",2005.852,"",2010.609,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172438","HM172394","HM172342","HM172104, DQ371928","HM172254","HM172189, EU128239","HM172159","HM172266",NA,NA,"Anhui","CT"
"416","EPI_ISL_169419","EPI553306 | A/Chicken/Shandong/J06/2009","EPI553305 | A/Chicken/Shandong/J06/2009","EPI553304 | A/Chicken/Shandong/J06/2009","EPI553300 | A/Chicken/Shandong/J06/2009","EPI553302 | A/Chicken/Shandong/J06/2009","EPI553307 | A/Chicken/Shandong/J06/2009","EPI553301 | A/Chicken/Shandong/J06/2009","EPI553303 | A/Chicken/Shandong/J06/2009",NA,NA,"A/Chicken/Shandong/J06/2009","A / H5N1",NA,"","Asia / China / Shandong Province","Chicken","Lai Chengcai (Beijing Institute of Microbiology and Epidemiology)","Beijing Institute of Microbiology and Epidemiology","","yanbo,yin;dongdong,wang;linlin,liu;xiliang,wang;penghui,yang;xin,liu;keyu,wang;chengcai,lai","","Qingdao Agricultural University","",2009.666,"",2014.982,2014.982,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Shandong","BER"
"417","EPI_ISL_169418","EPI553298 | A/Chicken/Shandong/J05/2009","EPI553297 | A/Chicken/Shandong/J05/2009","EPI553296 | A/Chicken/Shandong/J05/2009","EPI553292 | A/Chicken/Shandong/J05/2009","EPI553294 | A/Chicken/Shandong/J05/2009","EPI553299 | A/Chicken/Shandong/J05/2009","EPI553293 | A/Chicken/Shandong/J05/2009","EPI553295 | A/Chicken/Shandong/J05/2009",NA,NA,"A/Chicken/Shandong/J05/2009","A / H5N1",NA,"","Asia / China / Shandong Province","Chicken","Lai Chengcai (Beijing Institute of Microbiology and Epidemiology)","Beijing Institute of Microbiology and Epidemiology","","yanbo,yin;dongdong,wang;linlin,liu;xiliang,wang;penghui,yang;xin,liu;keyu,wang;chengcai,lai","","Qingdao Agricultural University","",2009.666,"",2014.981,2014.981,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Shandong","BER"
"418","EPI_ISL_169417","EPI553290 | A/Chicken/Shandong/J04/2009","EPI553289 | A/Chicken/Shandong/J04/2009","EPI553288 | A/Chicken/Shandong/J04/2009","EPI553284 | A/Chicken/Shandong/J04/2009","EPI553286 | A/Chicken/Shandong/J04/2009","EPI553291 | A/Chicken/Shandong/J04/2009","EPI553285 | A/Chicken/Shandong/J04/2009","EPI553287 | A/Chicken/Shandong/J04/2009",NA,NA,"A/Chicken/Shandong/J04/2009","A / H5N1",NA,"","Asia / China / Shandong Province","Chicken","Lai Chengcai (Beijing Institute of Microbiology and Epidemiology)","Beijing Institute of Microbiology and Epidemiology","","yanbo,yin;dongdong,wang;linlin,liu;xiliang,wang;penghui,yang;xin,liu;keyu,wang;chengcai,lai","","Qingdao Agricultural University","",2009.666,"",2014.981,2014.981,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Shandong","BER"
